student_id,attendance,study_hours,assignment_completion,internal_marks,previous_gpa,participation_score,sleep_hours,internet_access,family_support,extra_curricular,risk_category,pass_status
STU-1033,82,8.8,45,84,5.0,42,7.9,1,0,1,Low Risk,1
STU-1034,87,2.1,65,64,5.16,26,8.0,1,1,1,Low Risk,1
STU-1035,65,1.4,15,53,5.09,60,6.8,0,1,0,Medium Risk,0
STU-1036,100,0.5,74,33,8.04,50,5.3,1,0,0,Medium Risk,0
STU-1037,50,4.6,100,81,5.99,100,6.0,1,1,1,Low Risk,1
STU-1038,45,4.0,33,73,6.64,76,8.7,1,1,1,Medium Risk,0
STU-1039,79,1.5,55,45,8.79,49,6.3,1,0,1,Medium Risk,0
STU-1040,95,0.5,78,54,5.47,33,7.2,1,1,1,Low Risk,1
STU-1041,100,5.5,100,55,6.47,12,5.4,1,1,1,Low Risk,1
STU-1042,65,0.5,58,35,7.73,34,7.5,0,0,1,Medium Risk,0
STU-1043,96,3.6,52,48,3.12,62,6.3,1,1,1,Low Risk,1
STU-1044,74,10.5,20,42,2.23,95,8.6,1,1,1,Medium Risk,0
STU-1045,71,1.7,72,56,7.69,88,8.2,1,1,1,Low Risk,1
STU-1046,92,0.8,100,50,7.98,65,6.3,1,1,0,Low Risk,1
STU-1047,88,3.7,76,32,10.0,51,6.8,1,1,1,Low Risk,1
STU-1048,43,5.1,69,100,7.32,66,6.2,1,1,1,Low Risk,1
STU-1049,100,2.4,78,90,8.64,47,4.9,1,0,0,Low Risk,1
STU-1050,100,10.2,69,49,6.61,100,5.7,1,1,1,Low Risk,1
STU-1051,62,0.5,49,70,7.59,55,7.3,1,1,1,Low Risk,1
STU-1052,82,2.1,90,73,10.0,57,7.5,1,0,1,Low Risk,1
STU-1053,84,3.8,75,88,2.75,4,7.2,1,1,0,Low Risk,1
STU-1054,80,6.0,70,48,7.83,55,6.5,1,0,1,Low Risk,1
STU-1055,63,0.6,45,86,10.0,80,8.4,1,1,0,Medium Risk,0
STU-1056,61,4.8,100,54,7.56,33,7.1,1,1,1,Low Risk,1
STU-1057,74,2.4,86,38,10.0,41,8.1,0,1,0,Medium Risk,0
STU-1058,98,1.5,56,79,5.74,79,4.3,1,0,1,Low Risk,1
STU-1059,85,0.5,95,90,6.94,23,3.0,0,1,1,Medium Risk,0
STU-1060,67,6.0,57,100,7.07,86,7.4,1,0,0,Low Risk,1
STU-1061,90,0.5,50,41,2.56,46,4.9,1,1,1,Medium Risk,0
STU-1062,18,1.1,51,78,4.66,50,6.7,1,1,1,Medium Risk,0
STU-1063,97,1.0,25,56,4.81,31,6.5,1,1,0,Medium Risk,0
STU-1064,40,6.2,81,80,8.64,69,9.4,1,1,0,Low Risk,1
STU-1065,67,3.4,24,35,8.74,100,7.6,0,1,0,Medium Risk,0
STU-1066,52,4.8,39,39,7.65,79,7.2,1,0,0,Medium Risk,0
STU-1067,49,0.9,18,49,8.65,38,8.3,0,1,1,High Risk,0
STU-1068,98,2.9,67,66,6.67,88,7.6,0,1,1,Low Risk,1
STU-1069,65,2.5,66,52,9.4,52,6.3,0,1,0,Low Risk,1
STU-1070,81,5.4,61,78,7.02,94,8.6,1,0,1,Low Risk,1
STU-1071,74,7.1,43,85,7.12,80,5.3,1,1,1,Low Risk,1
STU-1072,84,0.5,40,76,6.47,0,7.5,1,1,0,Medium Risk,0
STU-1073,76,3.4,81,97,8.37,34,4.7,1,1,0,Low Risk,1
STU-1074,49,0.5,56,73,6.16,83,7.3,1,1,0,Medium Risk,0
STU-1075,94,2.4,77,40,8.95,63,7.3,1,1,1,Low Risk,1
STU-1076,65,1.0,47,92,4.74,34,9.5,1,0,1,Medium Risk,0
STU-1077,43,1.1,74,52,4.8,44,4.7,1,0,1,Medium Risk,0
STU-1078,66,1.3,100,83,8.37,12,6.1,1,1,0,Low Risk,1
STU-1079,100,2.9,84,96,6.82,57,8.2,0,1,1,Low Risk,1
STU-1080,92,1.2,59,74,6.09,100,7.5,0,1,1,Low Risk,1
STU-1081,68,4.0,76,35,8.78,80,7.3,1,1,1,Low Risk,1
STU-1082,68,1.6,63,46,5.79,100,5.6,1,1,0,Medium Risk,0
STU-1083,68,0.5,70,91,6.6,82,6.1,1,1,1,Low Risk,1
STU-1084,100,4.6,61,61,9.8,85,8.9,1,1,1,Low Risk,1
STU-1085,82,1.0,65,66,10.0,100,6.9,1,1,0,Low Risk,1
STU-1086,83,1.7,75,80,10.0,69,7.6,1,1,0,Low Risk,1
STU-1087,95,3.5,45,78,6.44,55,6.8,1,1,1,Low Risk,1
STU-1088,79,1.2,44,70,9.46,85,5.2,1,0,1,Medium Risk,0
STU-1089,69,0.5,35,60,5.1,96,8.4,1,0,1,Medium Risk,0
STU-1090,71,1.4,29,58,5.19,48,7.8,1,1,1,Low Risk,1
STU-1091,73,8.7,39,82,2.3,41,10.5,1,1,1,Low Risk,1
STU-1092,74,3.1,73,76,10.0,63,5.5,1,1,0,Low Risk,1
STU-1093,89,3.3,47,59,5.27,80,8.2,1,1,0,Low Risk,1
STU-1094,76,3.0,82,86,6.75,79,5.0,1,0,1,Low Risk,1
STU-1095,89,0.7,70,62,5.18,24,7.2,1,0,0,Medium Risk,0
STU-1096,73,1.6,20,47,8.39,100,8.5,0,1,0,Medium Risk,0
STU-1097,76,4.2,86,49,6.25,43,3.9,1,1,1,Low Risk,1
STU-1098,35,0.5,90,45,4.39,53,6.7,0,1,1,Medium Risk,0
STU-1099,93,1.0,45,59,7.88,37,6.2,1,0,0,Medium Risk,0
STU-1100,81,1.0,80,89,4.13,100,5.9,1,1,0,Low Risk,1
STU-1101,94,1.7,48,48,5.33,66,7.6,1,1,1,Medium Risk,0
STU-1102,17,11.8,72,68,2.79,38,8.7,1,1,0,Medium Risk,0
STU-1103,100,0.5,38,51,4.15,81,6.8,1,1,1,Medium Risk,0
STU-1104,72,2.2,25,59,7.36,79,7.3,1,0,0,Medium Risk,0
STU-1105,97,0.6,60,34,3.07,55,7.2,1,1,1,Medium Risk,0
STU-1106,54,10.6,66,60,4.04,81,7.0,0,1,1,Medium Risk,0
STU-1107,87,0.5,60,61,7.0,39,5.4,0,1,1,Low Risk,1
STU-1108,53,1.6,40,75,5.91,47,8.7,0,1,0,Medium Risk,0
STU-1109,62,4.0,60,69,10.0,9,7.4,1,0,1,Low Risk,1
STU-1110,100,3.7,76,41,10.0,26,7.6,1,1,0,Medium Risk,0
STU-1111,71,1.6,68,86,5.26,100,5.8,1,1,0,Low Risk,1
STU-1112,79,1.3,74,69,8.11,100,6.3,1,0,1,Low Risk,1
STU-1113,92,1.5,53,68,8.5,61,6.7,1,0,1,Low Risk,1
STU-1114,84,0.9,99,64,5.81,100,4.7,1,1,1,Low Risk,1
STU-1115,78,0.7,40,54,4.01,55,4.5,1,0,0,Medium Risk,0
STU-1116,82,2.0,82,69,6.98,53,6.1,1,1,0,Low Risk,1
STU-1117,100,0.9,99,74,6.65,61,7.8,1,1,1,Low Risk,1
STU-1118,73,1.0,82,30,6.13,56,6.0,0,1,1,Medium Risk,0
STU-1119,79,3.2,64,54,7.88,54,5.5,0,1,1,Low Risk,1
STU-1120,96,10.4,56,59,5.5,88,5.8,1,0,1,Low Risk,1
STU-1121,97,2.8,95,70,4.7,63,6.3,1,0,0,Medium Risk,0
STU-1122,98,0.5,34,88,7.22,77,6.5,0,1,1,Medium Risk,0
STU-1123,87,0.5,45,49,7.77,85,10.2,1,1,0,Medium Risk,0
STU-1124,52,9.1,60,55,4.65,69,8.6,1,1,1,Low Risk,1
STU-1125,100,1.1,100,54,8.86,35,8.5,0,1,1,Low Risk,1
STU-1126,52,0.5,79,48,3.46,26,8.8,1,0,1,High Risk,0
STU-1127,81,2.7,45,58,5.84,63,5.5,1,0,1,Medium Risk,0
STU-1128,59,2.9,62,80,6.48,55,5.2,0,1,0,Medium Risk,0
STU-1129,73,3.1,54,43,5.73,62,5.3,1,1,1,Low Risk,1
STU-1130,81,0.9,52,73,5.87,59,9.0,1,1,0,Low Risk,1
STU-1131,81,0.5,94,30,10.0,100,6.2,1,0,0,Medium Risk,0
STU-1132,83,10.1,35,53,5.3,26,5.1,1,0,0,Medium Risk,0
STU-1133,100,0.9,100,58,10.0,10,6.4,1,1,1,Low Risk,1
STU-1134,84,3.4,90,98,7.87,68,6.6,1,1,0,Low Risk,1
STU-1135,70,3.7,97,59,7.18,50,7.4,1,1,1,Low Risk,1
STU-1136,94,2.8,58,20,7.95,67,7.4,1,1,1,Low Risk,1
STU-1137,98,1.1,66,25,10.0,74,5.8,1,1,1,Low Risk,1
STU-1138,50,0.9,34,65,5.01,92,8.0,1,1,0,Medium Risk,0
STU-1139,86,2.7,56,77,4.76,22,6.0,1,1,0,Medium Risk,0
STU-1140,89,6.0,82,72,5.49,46,6.8,1,0,1,Low Risk,1
STU-1141,69,8.8,100,68,7.06,70,8.0,1,1,1,Low Risk,1
STU-1142,100,0.5,42,88,3.55,79,6.0,1,0,0,Medium Risk,0
STU-1143,71,0.5,60,54,7.04,100,6.1,1,0,1,Low Risk,1
STU-1144,77,8.7,66,82,10.0,83,7.9,1,0,1,Low Risk,1
STU-1145,71,4.0,35,32,7.3,58,5.7,1,1,1,Medium Risk,0
STU-1146,75,6.4,84,46,6.41,37,6.4,1,1,1,Low Risk,1
STU-1147,53,0.7,51,28,5.76,45,7.8,1,0,1,Medium Risk,0
STU-1148,46,2.7,65,59,8.8,45,10.1,1,1,1,Low Risk,1
STU-1149,100,3.6,58,64,5.35,76,7.9,1,1,0,Low Risk,1
STU-1150,58,3.4,50,67,10.0,66,7.7,1,1,1,Low Risk,1
STU-1151,55,1.6,69,66,10.0,26,7.8,1,1,1,Medium Risk,0
STU-1152,31,0.5,64,46,7.51,49,5.4,1,0,0,Medium Risk,0
STU-1153,62,2.6,60,61,6.98,81,7.2,0,0,1,Low Risk,1
STU-1154,48,0.9,51,35,9.06,68,7.0,1,1,0,Medium Risk,0
STU-1155,100,1.8,77,92,9.19,74,7.5,1,1,0,Low Risk,1
STU-1156,95,9.5,100,58,5.39,69,7.2,0,1,0,Low Risk,1
STU-1157,61,1.5,73,55,5.95,100,7.6,1,1,1,Low Risk,1
STU-1158,100,5.5,94,96,4.36,65,6.5,1,1,1,Low Risk,1
STU-1159,94,0.6,35,40,7.82,50,7.1,1,1,1,Medium Risk,0
STU-1160,68,3.3,73,42,8.33,37,5.2,1,1,1,Low Risk,1
STU-1161,25,11.3,42,43,4.3,66,6.5,1,0,0,High Risk,0
STU-1162,100,0.5,33,63,6.09,0,9.1,1,1,1,Medium Risk,0
STU-1163,47,0.5,51,73,4.31,55,7.5,1,0,1,Medium Risk,0
STU-1164,42,1.7,99,79,5.2,54,7.0,1,0,1,Medium Risk,0
STU-1165,95,0.5,93,100,8.1,25,9.8,1,0,1,Low Risk,1
STU-1166,100,4.1,76,20,5.53,36,5.0,1,1,0,Medium Risk,0
STU-1167,100,7.4,31,77,6.4,80,5.3,0,0,1,Low Risk,1
STU-1168,86,1.7,65,53,3.75,65,9.6,1,0,1,Low Risk,1
STU-1169,86,0.9,77,53,7.37,62,7.1,1,1,0,Low Risk,1
STU-1170,92,1.7,74,52,6.91,67,6.6,1,1,1,Low Risk,1
STU-1171,90,3.9,23,46,5.54,62,5.2,1,1,1,Medium Risk,0
STU-1172,80,0.5,47,98,6.62,91,7.7,1,1,0,Medium Risk,0
STU-1173,77,2.7,68,81,7.36,63,7.8,1,0,1,Low Risk,1
STU-1174,73,2.9,83,65,5.37,23,5.4,1,0,1,Low Risk,1
STU-1175,59,3.0,15,92,4.05,100,6.8,1,0,1,Medium Risk,0
STU-1176,69,0.8,65,34,10.0,69,6.5,1,1,0,Medium Risk,0
STU-1177,41,3.8,73,38,5.73,45,7.4,1,1,0,Medium Risk,0
STU-1178,73,0.5,91,21,6.81,28,5.3,1,0,0,Medium Risk,0
STU-1179,55,0.7,87,51,9.02,69,8.9,1,1,1,Low Risk,1
STU-1180,52,6.3,84,68,10.0,57,8.4,1,1,1,Low Risk,1
STU-1181,78,4.0,50,67,4.51,99,6.5,1,1,1,Low Risk,1
STU-1182,100,0.5,22,67,7.9,51,6.7,1,1,0,Medium Risk,0
STU-1183,93,0.9,60,36,5.58,39,6.8,1,0,0,Medium Risk,0
STU-1184,43,0.7,95,81,5.92,82,5.8,1,0,1,Medium Risk,0
STU-1185,55,0.9,100,69,5.56,83,6.3,1,1,1,Low Risk,1
STU-1186,93,0.9,87,79,4.75,64,6.6,1,1,1,Low Risk,1
STU-1187,55,0.5,80,27,6.92,76,9.4,1,1,1,Medium Risk,0
STU-1188,70,1.8,79,71,4.05,59,8.4,0,1,1,Low Risk,1
STU-1189,86,4.0,56,41,8.89,65,8.4,1,1,1,Low Risk,1
STU-1190,55,2.8,66,57,7.11,89,7.6,1,1,1,Low Risk,1
STU-1191,77,3.4,100,75,7.84,75,5.3,1,0,0,Low Risk,1
STU-1192,48,0.5,46,66,6.07,55,6.9,1,1,1,Medium Risk,0
STU-1193,62,9.1,100,47,6.27,93,8.5,1,1,1,Low Risk,1
STU-1194,81,5.5,61,65,7.58,0,5.1,1,1,0,Low Risk,1
STU-1195,43,4.9,100,34,4.67,100,8.0,1,1,0,Medium Risk,0
STU-1196,83,5.2,34,88,6.28,17,10.5,0,1,0,Medium Risk,0
STU-1197,74,8.1,84,60,5.28,44,8.6,1,1,1,Low Risk,1
STU-1198,86,2.4,51,87,5.22,58,9.1,0,1,0,Low Risk,1
STU-1199,79,0.7,34,54,2.78,56,7.3,1,1,0,Medium Risk,0
STU-1200,100,2.9,75,54,9.68,85,8.5,1,1,1,Low Risk,1
STU-1201,77,4.1,95,49,5.63,33,5.9,1,1,0,Medium Risk,0
STU-1202,66,4.0,48,82,9.33,66,8.2,1,1,1,Low Risk,1
STU-1203,77,2.2,32,50,9.14,45,8.0,1,1,1,Low Risk,1
STU-1204,85,0.5,67,77,4.43,67,7.4,1,1,1,Low Risk,1
STU-1205,75,1.4,67,57,4.82,58,9.0,1,1,0,Low Risk,1
STU-1206,75,7.6,83,25,10.0,62,6.2,0,1,0,Low Risk,1
STU-1207,60,2.6,93,53,10.0,46,6.7,1,1,0,Low Risk,1
STU-1208,61,2.3,68,41,6.94,47,7.1,1,0,1,Medium Risk,0
STU-1209,46,0.9,100,65,7.51,67,5.5,0,1,1,Medium Risk,0
STU-1210,100,1.4,75,41,5.74,83,7.3,1,1,0,Medium Risk,0
STU-1211,50,6.8,61,83,7.86,45,4.4,1,1,1,Low Risk,1
STU-1212,61,3.3,29,63,5.57,38,8.6,1,1,0,Medium Risk,0
STU-1213,60,4.6,63,61,2.94,75,7.1,1,1,1,Low Risk,1
STU-1214,92,1.8,61,78,4.36,59,6.2,1,0,1,Low Risk,1
STU-1215,69,3.0,94,84,7.04,80,5.7,1,1,1,Low Risk,1
STU-1216,99,0.9,81,64,4.74,37,6.6,0,0,1,Medium Risk,0
STU-1217,61,3.7,40,49,6.87,15,8.0,1,1,1,Medium Risk,0
STU-1218,80,1.7,74,29,4.85,46,7.8,1,1,1,Medium Risk,0
STU-1219,58,1.8,86,51,5.44,40,5.9,1,1,1,Low Risk,1
STU-1220,100,3.1,100,52,8.71,58,5.7,1,1,1,Low Risk,1
STU-1221,51,8.3,92,67,7.49,44,8.0,1,1,1,Low Risk,1
STU-1222,81,0.5,89,58,6.98,78,5.9,1,0,1,Low Risk,1
STU-1223,87,5.2,71,78,8.76,52,7.1,1,0,1,Low Risk,1
STU-1224,83,1.0,79,52,7.96,63,7.2,1,1,1,Low Risk,1
STU-1225,71,1.8,100,63,9.89,63,7.5,1,1,1,Low Risk,1
STU-1226,72,0.5,36,88,6.08,64,8.3,1,1,0,Medium Risk,0
STU-1227,75,1.1,61,71,6.14,59,5.1,0,0,0,Low Risk,1
STU-1228,72,2.1,50,63,4.4,72,4.1,1,0,0,Medium Risk,0
STU-1229,94,0.5,79,52,6.14,40,6.1,1,0,1,Low Risk,1
STU-1230,100,2.0,100,52,8.93,94,9.7,1,0,1,Low Risk,1
STU-1231,63,7.9,55,47,9.6,54,10.0,1,1,1,Low Risk,1
STU-1232,47,0.5,10,54,8.92,27,9.7,1,0,1,Medium Risk,0
STU-1233,73,4.3,59,80,3.41,64,6.7,1,1,1,Low Risk,1
STU-1234,100,1.6,92,60,9.17,38,4.3,1,0,0,Medium Risk,0
STU-1235,58,3.2,83,38,3.32,76,3.5,1,1,1,Medium Risk,0
STU-1236,100,0.9,80,100,8.8,100,6.1,1,1,1,Low Risk,1
STU-1237,100,0.5,63,71,6.26,40,6.7,1,0,1,Low Risk,1
STU-1238,63,0.5,38,36,8.41,68,9.0,0,1,0,Medium Risk,0
STU-1239,86,0.5,82,56,4.34,16,8.3,0,1,1,Medium Risk,0
STU-1240,100,0.6,49,67,9.34,71,7.3,0,0,1,Medium Risk,0
STU-1241,67,3.3,100,99,4.07,37,5.7,1,1,1,Low Risk,1
STU-1242,70,6.4,84,42,5.66,44,5.6,0,1,1,Low Risk,1
STU-1243,63,5.0,55,84,5.0,32,7.4,1,1,1,Low Risk,1
STU-1244,54,3.5,54,92,3.49,78,8.0,1,1,1,Low Risk,1
STU-1245,62,0.5,67,52,7.19,85,7.6,1,1,1,Low Risk,1
STU-1246,50,1.0,64,59,10.0,60,5.4,1,0,1,Medium Risk,0
STU-1247,75,1.1,97,44,10.0,38,8.0,1,1,1,Medium Risk,0
STU-1248,59,0.9,74,60,7.19,99,7.6,1,0,0,Medium Risk,0
STU-1249,79,2.2,51,64,9.23,41,5.4,1,1,0,Low Risk,1
STU-1250,43,2.3,100,78,7.46,5,5.8,0,1,0,Medium Risk,0
STU-1251,81,1.3,71,86,8.0,71,8.0,1,0,0,Low Risk,1
STU-1252,91,1.3,89,50,6.32,32,6.6,1,1,0,Low Risk,1
STU-1253,35,5.3,54,25,7.39,84,9.4,1,1,0,Medium Risk,0
STU-1254,82,4.7,79,64,8.07,50,7.8,1,1,1,Low Risk,1
STU-1255,99,1.1,77,70,5.84,75,6.3,1,1,0,Low Risk,1
STU-1256,50,7.4,22,69,6.85,95,7.0,1,1,0,Medium Risk,0
STU-1257,100,9.2,100,58,6.88,29,7.1,0,1,1,Low Risk,1
STU-1258,83,1.2,100,67,8.65,45,5.9,1,1,1,Low Risk,1
STU-1259,60,1.3,60,95,4.87,58,5.6,0,1,1,Low Risk,1
STU-1260,73,2.1,42,72,6.9,98,8.1,1,0,1,Medium Risk,0
STU-1261,86,8.5,78,57,10.0,43,8.3,1,0,1,Low Risk,1
STU-1262,76,6.3,72,54,9.33,45,7.9,1,1,0,Low Risk,1
STU-1263,85,0.5,78,61,9.7,71,9.3,1,1,0,Low Risk,1
STU-1264,56,1.5,74,97,7.05,45,6.2,1,1,0,Medium Risk,0
STU-1265,78,2.4,82,61,7.64,63,9.5,1,1,0,Low Risk,1
STU-1266,46,2.1,100,64,9.0,21,5.6,1,0,1,Medium Risk,0
STU-1267,72,0.6,84,55,10.0,100,5.5,1,0,0,Low Risk,1
STU-1268,56,5.9,43,86,3.1,26,4.4,1,1,0,High Risk,0
STU-1269,60,3.4,100,100,4.37,51,6.3,1,0,0,Low Risk,1
STU-1270,99,5.5,100,74,9.62,59,6.2,0,1,1,Low Risk,1
STU-1271,96,5.9,100,66,6.45,100,7.8,1,1,0,Low Risk,1
STU-1272,87,4.1,41,65,5.66,26,7.4,1,0,1,Medium Risk,0
STU-1273,53,1.7,76,17,4.49,100,5.2,0,0,0,High Risk,0
STU-1274,68,2.8,17,79,5.89,78,6.4,0,1,0,Medium Risk,0
STU-1275,99,0.5,83,67,4.2,70,6.4,1,1,0,Low Risk,1
STU-1276,77,3.4,56,73,10.0,35,4.3,1,1,1,Low Risk,1
STU-1277,100,0.6,100,50,6.96,74,5.5,1,1,0,Low Risk,1
STU-1278,82,3.6,50,57,6.88,41,5.8,1,1,1,Low Risk,1
STU-1279,78,0.8,27,56,8.18,91,9.2,1,0,1,Medium Risk,0
STU-1280,68,0.5,58,85,8.92,35,7.3,1,0,1,Low Risk,1
STU-1281,77,0.5,20,57,8.89,57,8.0,1,1,0,Medium Risk,0
STU-1282,71,0.5,88,100,9.15,46,4.8,1,0,0,Low Risk,1
STU-1283,89,3.8,18,73,5.74,35,8.8,1,0,0,Medium Risk,0
STU-1284,94,4.0,70,39,6.4,78,9.0,1,1,1,Low Risk,1
STU-1285,59,2.2,18,62,8.54,73,4.0,1,1,1,Medium Risk,0
STU-1286,48,0.5,61,51,5.95,90,5.9,1,0,1,Medium Risk,0
STU-1287,38,0.5,100,21,6.99,15,7.7,1,1,1,Medium Risk,0
STU-1288,85,0.5,79,96,7.8,86,8.0,0,1,1,Low Risk,1
STU-1289,52,0.5,48,79,8.57,100,6.0,0,0,1,Medium Risk,0
STU-1290,31,6.6,69,75,3.44,48,6.5,1,1,0,Medium Risk,0
STU-1291,82,0.8,70,68,8.43,100,6.1,1,0,1,Low Risk,1
STU-1292,100,1.3,81,37,6.53,53,7.2,1,1,0,Medium Risk,0
STU-1293,74,0.5,35,55,8.41,25,8.8,1,0,1,Medium Risk,0
STU-1294,91,0.8,84,81,8.55,52,5.8,0,1,0,Low Risk,1
STU-1295,76,2.2,2,43,10.0,86,8.5,0,0,0,Medium Risk,0
STU-1296,73,2.8,54,14,9.71,39,5.8,1,1,1,Medium Risk,0
STU-1297,93,0.8,57,60,9.69,44,5.7,1,1,1,Low Risk,1
STU-1298,69,0.5,85,62,9.89,74,8.2,1,1,0,Low Risk,1
STU-1299,80,1.5,70,67,7.58,60,8.4,1,1,0,Low Risk,1
STU-1300,81,0.8,34,79,7.06,74,8.3,1,0,1,Medium Risk,0
STU-1301,61,0.7,45,77,8.75,65,5.0,1,1,1,Low Risk,1
STU-1302,94,9.6,74,70,8.46,71,6.3,1,0,1,Low Risk,1
STU-1303,71,2.9,68,88,6.38,49,8.2,1,1,1,Low Risk,1
STU-1304,59,2.4,55,34,7.81,65,7.1,1,0,0,Medium Risk,0
STU-1305,85,1.6,57,75,6.93,36,5.4,1,1,1,Low Risk,1
STU-1306,57,1.7,87,77,5.29,92,7.7,0,1,1,Medium Risk,0
STU-1307,75,2.3,57,40,9.58,44,5.9,0,1,1,Medium Risk,0
STU-1308,74,3.6,67,34,7.11,88,9.7,0,0,0,Medium Risk,0
STU-1309,96,3.6,100,50,10.0,54,9.3,0,1,1,Low Risk,1
STU-1310,84,0.6,34,51,3.75,65,7.9,1,1,1,Medium Risk,0
STU-1311,74,2.1,23,80,5.89,47,9.0,1,1,1,Low Risk,1
STU-1312,91,1.6,89,52,7.07,34,7.1,1,1,1,Low Risk,1
STU-1313,100,6.1,53,47,9.27,16,8.1,1,1,1,Low Risk,1
STU-1314,86,3.0,62,52,7.8,33,9.2,1,1,1,Low Risk,1
STU-1315,75,2.3,50,87,7.62,51,7.4,1,0,0,Low Risk,1
STU-1316,48,0.5,63,65,4.75,65,6.6,1,1,0,Medium Risk,0
STU-1317,53,2.8,100,61,4.69,85,4.4,1,1,1,Medium Risk,0
STU-1318,68,0.5,90,62,7.65,48,6.9,1,1,1,Low Risk,1
STU-1319,62,1.2,91,90,4.27,37,8.2,1,1,0,Medium Risk,0
STU-1320,71,0.5,34,50,5.94,23,8.4,1,1,1,Medium Risk,0
STU-1321,76,3.5,41,91,8.0,72,7.8,1,1,0,Low Risk,1
STU-1322,85,0.7,0,69,5.04,94,6.2,1,1,0,Medium Risk,0
STU-1323,73,1.5,49,61,10.0,91,4.0,1,1,1,Medium Risk,0
STU-1324,84,6.8,93,100,9.45,77,6.3,0,1,1,Low Risk,1
STU-1325,76,0.7,82,43,3.86,75,6.5,0,1,0,Medium Risk,0
STU-1326,35,2.1,64,57,5.14,100,6.5,1,0,1,Medium Risk,0
STU-1327,56,1.6,69,40,2.43,68,7.9,1,0,1,Medium Risk,0
STU-1328,72,0.5,52,84,5.43,76,10.0,1,0,1,Low Risk,1
STU-1329,50,4.7,75,98,8.53,51,7.2,0,1,0,Low Risk,1
STU-1330,86,0.5,89,98,6.17,25,6.7,1,1,1,Low Risk,1
STU-1331,100,1.9,29,89,7.92,42,6.6,1,1,0,Medium Risk,0
STU-1332,99,2.5,77,61,3.96,59,7.2,1,1,0,Low Risk,1
STU-1333,70,3.0,93,57,8.6,61,5.8,1,1,1,Low Risk,1
STU-1334,100,3.5,59,31,5.89,100,7.2,1,1,1,Low Risk,1
STU-1335,77,0.9,87,100,7.02,62,7.7,1,1,0,Low Risk,1
STU-1336,68,0.5,100,74,6.81,89,7.3,1,0,1,Low Risk,1
STU-1337,62,3.9,67,55,4.46,49,7.7,1,0,1,Low Risk,1
STU-1338,68,2.3,79,91,4.69,52,7.7,0,0,1,Medium Risk,0
STU-1339,67,5.4,51,45,8.94,26,4.3,1,0,1,Medium Risk,0
STU-1340,78,5.2,74,73,7.8,41,8.0,1,0,0,Low Risk,1
STU-1341,78,5.6,81,61,9.1,73,6.0,1,1,1,Low Risk,1
STU-1342,75,2.0,74,77,7.65,60,5.4,1,0,0,Low Risk,1
STU-1343,83,1.2,44,63,7.29,83,5.3,1,0,1,Medium Risk,0
STU-1344,98,4.7,75,35,3.55,64,7.7,1,0,0,Medium Risk,0
STU-1345,93,1.8,100,66,6.46,51,6.7,1,1,0,Low Risk,1
STU-1346,45,0.6,81,85,6.95,100,4.5,0,1,1,Medium Risk,0
STU-1347,23,5.8,94,64,10.0,57,7.7,1,1,0,Low Risk,1
STU-1348,93,6.4,64,80,8.37,89,4.8,1,0,0,Low Risk,1
STU-1349,47,1.9,88,44,10.0,49,7.2,1,1,1,Medium Risk,0
STU-1350,70,0.5,76,64,8.2,77,7.4,1,0,1,Low Risk,1
STU-1351,51,1.5,46,52,5.58,83,8.3,1,0,1,Medium Risk,0
STU-1352,38,4.9,77,79,7.23,65,9.7,1,1,0,Low Risk,1
STU-1353,85,7.0,45,65,7.47,1,5.0,1,1,0,Medium Risk,0
STU-1354,90,0.7,54,78,5.12,60,6.9,1,1,0,Low Risk,1
STU-1355,63,0.5,74,86,6.23,90,6.6,1,1,1,Low Risk,1
STU-1356,23,6.3,77,78,6.59,73,7.7,1,1,1,Low Risk,1
STU-1357,64,1.5,40,70,10.0,71,7.3,1,0,0,Medium Risk,0
STU-1358,82,2.3,96,45,2.84,16,6.5,1,1,0,Medium Risk,0
STU-1359,45,10.3,84,64,9.41,41,6.3,1,0,0,Low Risk,1
STU-1360,78,0.5,52,54,5.13,70,5.3,1,1,0,Low Risk,1
STU-1361,74,3.1,31,58,4.26,70,8.5,1,0,0,Medium Risk,0
STU-1362,86,0.5,66,57,9.36,90,7.7,1,1,1,Low Risk,1
STU-1363,77,1.4,58,45,8.46,56,8.4,1,1,0,Medium Risk,0
STU-1364,55,4.9,72,25,9.51,70,6.5,1,1,1,Medium Risk,0
STU-1365,98,1.7,60,51,8.6,60,6.0,0,0,1,Low Risk,1
STU-1366,71,12.0,19,68,10.0,35,5.4,1,1,0,Medium Risk,0
STU-1367,74,2.5,60,38,8.12,3,7.5,1,1,1,Medium Risk,0
STU-1368,56,1.2,62,65,6.69,70,5.4,1,1,1,Low Risk,1
STU-1369,66,0.7,85,100,7.69,64,9.8,1,1,0,Low Risk,1
STU-1370,57,1.3,52,85,9.49,44,5.0,0,1,1,Medium Risk,0
STU-1371,71,1.4,100,97,5.44,19,7.4,1,0,0,Medium Risk,0
STU-1372,100,0.5,22,72,5.7,75,9.4,0,1,1,Medium Risk,0
STU-1373,47,1.4,100,88,6.38,53,7.9,1,0,1,Medium Risk,0
STU-1374,42,1.9,64,50,2.79,73,7.3,1,0,1,Medium Risk,0
STU-1375,100,3.8,91,52,7.28,100,5.5,1,1,1,Low Risk,1
STU-1376,70,3.2,71,10,3.23,6,4.9,0,1,1,Medium Risk,0
